patch_id,centre_lat,centre_lon,num_agn,num_psr
454,-9.594068226860458,-106.875,7,0
455,-9.594068226860458,-95.625,11,0
456,-9.594068226860458,-84.375,9,0
457,-9.594068226860458,-73.12500000000006,6,0
458,-9.594068226860458,-61.875,9,0
459,-9.594068226860458,-50.625,7,0
460,-9.594068226860458,-39.375,10,0
461,-9.594068226860458,-28.125,7,0
462,-9.594068226860458,-16.875,8,1
463,-9.594068226860458,-5.625,5,1
464,-14.477512185929925,0.0,5,0
465,-14.477512185929925,11.25,8,0
466,-14.477512185929925,22.5,12,0
467,-14.477512185929925,33.75,7,0
468,-14.477512185929925,45.0,8,0
469,-14.477512185929925,56.25,8,0
470,-14.477512185929925,67.5,6,1
471,-14.477512185929925,78.75,10,0
472,-14.477512185929925,90.0,11,1
473,-14.477512185929925,101.25,11,0
474,-14.477512185929925,112.5,8,0
475,-14.477512185929925,123.75,7,1
476,-14.477512185929925,135.0,11,0
477,-14.477512185929925,146.25,11,0
478,-14.477512185929925,157.5,13,0
479,-14.477512185929925,168.75,9,0
480,-14.477512185929925,-180.0,7,0
481,-14.477512185929925,-168.75,10,0
482,-14.477512185929925,-157.5,8,0
483,-14.477512185929925,-146.25,10,0
484,-14.477512185929925,-135.0,11,0
485,-14.477512185929925,-123.75,15,0
486,-14.477512185929925,-112.5,9,0
487,-14.477512185929925,-101.25,12,0
488,-14.477512185929925,-90.0,9,1
489,-14.477512185929925,-78.75000000000006,7,0
490,-14.477512185929925,-67.5,3,0
491,-14.477512185929925,-56.25,9,0
492,-14.477512185929925,-45.0,11,0
493,-14.477512185929925,-33.75000000000006,9,0
494,-14.477512185929925,-22.5,9,0
495,-14.477512185929925,-11.25,8,0
496,-19.47122063449069,5.625,3,0
497,-19.47122063449069,16.875,7,0
498,-19.47122063449069,28.125,9,0
499,-19.47122063449069,39.375,7,0
500,-19.47122063449069,50.625,6,0
501,-19.47122063449069,61.875,7,0
502,-19.47122063449069,73.125,8,0
503,-19.47122063449069,84.375,11,0
504,-19.47122063449069,95.625,10,0
505,-19.47122063449069,106.875,11,0
506,-19.47122063449069,118.125,13,0
507,-19.47122063449069,129.375,14,0
508,-19.47122063449069,140.625,14,0
509,-19.47122063449069,151.875,12,0
510,-19.47122063449069,163.125,11,1
511,-19.47122063449069,174.375,6,0
512,-19.47122063449069,-174.375,6,0
513,-19.47122063449069,-163.125,10,0
514,-19.47122063449069,-151.875,8,0
515,-19.47122063449069,-140.625,5,0
516,-19.47122063449069,-129.37500000000006,16,0
517,-19.47122063449069,-118.125,10,0
518,-19.47122063449069,-106.875,10,0
519,-19.47122063449069,-95.625,8,0
520,-19.47122063449069,-84.375,14,0
521,-19.47122063449069,-73.12500000000006,9,0
522,-19.47122063449069,-61.875,10,0
523,-19.47122063449069,-50.625,15,0
524,-19.47122063449069,-39.375,7,0
525,-19.47122063449069,-28.125,14,0
526,-19.47122063449069,-16.875,8,0
527,-19.47122063449069,-5.625,5,0
528,-24.62431835216408,0.0,8,0
529,-24.62431835216408,11.25,6,0
530,-24.62431835216408,22.5,10,0
531,-24.62431835216408,33.75,9,0
532,-24.62431835216408,45.0,11,0
533,-24.62431835216408,56.25,12,0
534,-24.62431835216408,67.5,6,0
535,-24.62431835216408,78.75,8,0
536,-24.62431835216408,90.0,10,0
537,-24.62431835216408,101.25,9,0
538,-24.62431835216408,112.5,12,0
539,-24.62431835216408,123.75,15,0
540,-24.62431835216408,135.0,10,0
541,-24.62431835216408,146.25,11,0
542,-24.62431835216408,157.5,7,0
543,-24.62431835216408,168.75,4,0
544,-24.62431835216408,-180.0,7,0
545,-24.62431835216408,-168.75,12,0
546,-24.62431835216408,-157.5,7,0
547,-24.62431835216408,-146.25,5,0
548,-24.62431835216408,-135.0,7,0
549,-24.62431835216408,-123.75,14,0
550,-24.62431835216408,-112.5,8,0
551,-24.62431835216408,-101.25,11,0
552,-24.62431835216408,-90.0,9,0
553,-24.62431835216408,-78.75000000000006,13,0
554,-24.62431835216408,-67.5,10,0
555,-24.62431835216408,-56.25,11,0
556,-24.62431835216408,-45.0,9,0
557,-24.62431835216408,-33.75000000000006,7,0
558,-24.62431835216408,-22.5,13,0
559,-24.62431835216408,-11.25,7,0
560,-30.000000000000014,5.625,8,0
561,-30.000000000000014,16.875,10,0
562,-30.000000000000014,28.125,8,0
563,-30.000000000000014,39.375,11,0
564,-30.000000000000014,50.625,12,0
565,-30.000000000000014,61.875,8,0
566,-30.000000000000014,73.125,10,0
567,-30.000000000000014,84.375,13,0
568,-30.000000000000014,95.625,6,0
569,-30.000000000000014,106.875,6,0
570,-30.000000000000014,118.125,9,0
571,-30.000000000000014,129.375,9,0
572,-30.000000000000014,140.625,8,0
573,-30.000000000000014,151.875,11,0
574,-30.000000000000014,163.125,7,0
575,-30.000000000000014,174.375,2,0
576,-30.000000000000014,-174.375,8,0
577,-30.000000000000014,-163.125,9,0
