RA,DEC,GLON,Variability_Index,Signif,Unc_Energy_Flux100,Spectral_Index,Flux,Signif_Curv,hr12,hr23,hr34,hr45,pulsarness
208.7,6.39,341.76,2.6064456,6.413,-28.819391,2.020668,0.0,0.42385024,-0.2489259,0.23766565,0.24732062,-0.14379832,Non-Pulsar
208.72,-10.69,327.18,5.291618,25.973,-27.951973,2.3187807,0.0,1.3062847,-0.12398864,-0.17076646,-0.50020283,-0.66738635,Non-Pulsar
209.06,-24.91,321.08,2.884633,5.509,-28.447105,2.6059716,0.0,0.4907764,-0.56388605,0.040353153,-0.5852717,1.3736123,Non-Pulsar
209.07,-17.45,324.19,2.5680892,6.729,-29.031017,1.7055601,0.0,1.0826496,-0.44608676,0.49175796,0.38634443,0.022752421,Non-Pulsar
209.23,-64.54,309.9,2.7117217,21.605,-26.773981,2.503446,0.0,2.2654996,0.059298348,-0.26629,-0.75809425,-5.377276,Pulsar
209.29,19.36,9.15,3.910395,10.313,-28.481398,2.726903,0.0,-0.4533289,-0.31309605,-0.3918951,-0.58410436,-2.7913206,Non-Pulsar
209.4,1.46,337.41,3.2839887,16.582,-28.174252,2.0366814,0.0,0.71685016,0.03840289,-0.017109118,-0.00802222,0.07422991,Non-Pulsar
209.53,76.71,118.01,4.925424,18.99,-28.907623,2.3999078,0.0,0.670635,-0.17936434,-0.15537728,-0.2016511,-9.1946335,Non-Pulsar
209.6,-60.44,311.1,1.9545039,26.844,-26.464128,2.329588,0.0,2.1838026,0.18278764,0.013313161,-0.3398133,-0.64028764,Pulsar
209.74,-7.06,330.91,2.8821504,7.42,-28.859844,1.941465,0.0,1.017449,-0.15562806,0.14412464,0.12733941,0.0014667797,Non-Pulsar
209.78,55.75,104.45,4.6767793,31.093,-28.491932,2.3471506,0.0,1.1342119,-0.16239758,-0.1396423,-0.3363592,-1.8147339,Non-Pulsar
209.79,-11.88,327.97,2.9815154,3.811,-29.040846,1.5718025,0.0,0.20992456,-0.9766909,0.93523073,-0.08566744,0.53686744,Non-Pulsar
209.86,2.04,338.8,4.1512265,6.619,-28.271759,2.3943675,0.0,0.85503805,0.99947375,-0.23336403,-0.1494604,0.14237556,Non-Pulsar
209.86,18.16,6.7,0.0,4.34,0.0,2.0577512,1.0,0.0,0.36475563,-0.108555816,0.12153791,0.17950127,Non-Pulsar
209.93,40.22,80.1,4.0342655,15.508,-28.685902,2.4309616,0.0,1.1189772,-0.04554096,-0.32267058,-0.48586708,-22.736065,Non-Pulsar
209.97,-37.77,317.58,4.032311,21.81,-28.24072,2.0568671,0.0,-0.8616762,-0.16700077,-0.1183076,0.049922545,0.278613,Non-Pulsar
210.05,-40.18,316.91,1.57007,8.296,-28.635859,1.9468191,0.0,-0.30461738,0.9999017,0.46539792,-0.2520344,-1.5253475,Non-Pulsar
210.16,-56.09,312.53,4.6020284,15.459,-27.485188,2.4895024,0.0,0.7226475,0.001273236,-0.32488656,-0.29173452,0.13202992,Non-Pulsar
210.3,-37.3,318.0,2.8291867,11.377,-28.49962,1.9375532,0.0,0.5939163,0.05495432,0.013562312,0.2601616,0.26210535,Non-Pulsar
210.31,-9.26,330.26,2.9134665,11.349,-28.55052,1.8761966,0.0,1.0121722,0.9967711,0.15008435,0.039752033,-0.02026941,Non-Pulsar
210.64,-18.46,325.59,2.9617712,8.125,-28.262653,2.6566133,0.0,-0.37241712,-0.19427527,-0.22040527,-0.4644478,2.0905776,Non-Pulsar
210.66,16.0,2.59,3.13664,8.917,-28.702414,2.1871011,0.0,-0.9869627,0.93014973,-0.43791404,0.081962705,0.59360826,Non-Pulsar
210.67,-33.5,319.57,3.135084,9.481,-28.119442,3.0594409,0.0,1.0001969,0.1645117,-0.78778857,-0.06161871,0.6721234,Non-Pulsar
210.87,43.32,85.62,2.7979343,5.366,-29.382605,1.4351474,0.0,0.48932308,-0.641083,0.999636,0.0081547545,-0.026957707,Non-Pulsar
210.9,36.11,67.79,0.0,5.132,0.0,1.9760827,1.0,0.0,0.89023155,0.20994198,0.1408976,-0.12539157,Non-Pulsar
211.22,65.9,111.5,3.9560387,25.614,-28.832336,1.9975728,0.0,0.6005226,-0.07589061,0.12580486,-0.0028260923,-0.6916154,Non-Pulsar
211.22,4.04,343.35,3.9820378,24.697,-28.316349,1.968558,0.0,-0.02735767,0.31732723,-0.09566723,0.1758397,0.16530009,Non-Pulsar
211.33,-6.68,333.48,2.4786718,7.982,-28.597935,2.150593,0.0,0.07550479,0.999942,-0.17233944,0.07184743,-0.104006596,Non-Pulsar
211.54,-25.14,323.59,3.7814066,14.341,-28.528465,2.042341,0.0,0.59890884,0.999307,0.22825024,0.017498674,-3.2879713,Non-Pulsar
211.62,-16.91,327.54,2.650291,5.651,-28.569204,2.214797,0.0,0.5412468,0.9962895,0.3989911,-0.30579916,1.765945,Non-Pulsar
211.64,-0.9,338.78,2.3001387,5.016,-28.459053,2.6207247,0.0,-1.0248857,-0.35794535,-0.54999274,0.042659346,0.6452066,Non-Pulsar
211.67,-39.57,318.37,3.3264043,8.026,-28.681086,1.3072704,0.0,1.0965525,0.950226,0.99897534,0.16075674,0.68125886,Non-Pulsar
211.74,16.72,6.05,2.9692292,12.209,-28.648697,1.5900743,0.0,0.7941714,-0.18583325,0.13021438,0.23549712,0.44767097,Non-Pulsar
211.79,53.21,99.78,2.8911238,4.368,-29.115183,2.2395194,0.0,-0.011342836,-0.6139722,-0.22197287,0.09424233,0.01766509,Non-Pulsar
211.89,-27.1,323.13,2.9779122,7.699,-28.703176,1.9180939,0.0,0.06857763,-0.7641757,0.07386233,0.14174639,0.5284981,Non-Pulsar
211.92,-43.02,317.44,4.1720247,15.369,-28.3872,2.1363726,0.0,0.26425135,-0.010003462,0.06717283,-0.11670979,-1.2268769,Non-Pulsar
212.18,36.29,66.94,2.7412894,5.609,-28.844257,2.406206,0.0,-0.77905595,-0.3522769,-0.32570815,-0.13254349,0.4260487,Non-Pulsar
212.24,-7.86,333.89,8.333901,85.933,-27.250362,2.154208,0.0,2.4094703,0.15451647,-0.05150517,-0.2684233,-0.6016697,Non-Pulsar
212.44,59.67,105.87,2.884113,6.834,-29.142632,2.306121,0.0,-0.57695144,0.0026748537,-0.1936938,0.020905718,-0.68241185,Non-Pulsar
212.53,2.04,343.17,3.950533,19.673,-28.288607,2.1891322,0.0,0.9282542,-0.16421941,-0.065808766,-0.12413144,-0.52647907,Non-Pulsar
212.59,14.64,2.71,2.805002,14.221,-28.621803,2.1660368,0.0,0.54432523,-0.045257363,0.037703488,-0.13416609,-2.909348,Non-Pulsar
212.6,60.98,106.9,2.995597,6.351,-29.392311,1.6144496,0.0,0.11352036,-0.9132762,0.6562608,0.39881194,0.4965996,Non-Pulsar
212.62,28.34,41.5,3.2985752,12.744,-28.77291,2.058606,0.0,-0.044336352,-0.32428426,0.20676558,-0.09068443,-1.6667796,Non-Pulsar
212.63,62.27,107.95,2.8840342,4.058,-29.338696,2.0372608,0.0,-0.15786062,-0.6865138,0.24588244,-0.16945833,-0.3745732,Non-Pulsar
212.89,-7.4,335.12,0.0,8.385,0.0,1.8547502,1.0,0.0,-0.63712966,-0.04612584,0.29187065,0.34269035,Non-Pulsar
212.9,-61.55,312.32,2.128156,6.626,-25.775835,2.8363748,0.0,1.5659708,-0.53324646,-0.37171772,-0.3217779,0.36610493,Pulsar
212.97,52.83,98.17,4.0935354,15.295,-28.899538,2.225083,0.0,0.016919786,0.115842655,0.11678694,-0.50148827,2.387907,Non-Pulsar
213.01,38.61,72.3,3.346774,8.859,-29.071314,1.7453016,0.0,0.8411841,0.9999998,0.4312682,-0.008135196,0.010551209,Non-Pulsar
213.04,74.45,115.83,0.0,13.961,0.0,2.1408086,1.0,0.0,-0.31879553,-0.07841004,0.008998142,0.08957455,Non-Pulsar
213.07,21.54,20.44,3.3318615,4.274,-28.782555,2.3558936,0.0,0.078587405,0.37773314,0.11679977,-0.4536651,1.6060349,Non-Pulsar
213.24,50.3,94.55,3.5773723,4.228,-28.946957,2.5279744,0.0,-0.907243,-0.46580288,0.1069134,-0.63821644,1.3118116,Non-Pulsar
213.29,-65.33,311.33,2.8618402,9.352,-27.658304,2.2446709,0.0,-1.4257823,0.9991157,-0.13913745,-0.18420042,-0.8350157,Non-Pulsar
213.38,-62.09,312.38,1.7784911,106.742,-25.819935,2.3095472,0.0,3.3258057,0.42641333,0.16435008,-0.1768752,-0.51118374,Pulsar
213.64,8.44,353.26,2.7031062,4.747,-28.525036,2.864585,0.0,-0.07491692,-0.589632,-0.15716346,-0.81002635,1.1575783,Non-Pulsar
213.9,48.51,91.21,5.1909475,32.124,-28.37415,1.8487731,0.0,0.98977226,0.26927492,0.09000041,0.025910614,0.1473988,Non-Pulsar
213.98,-10.05,334.64,2.7265885,5.535,-28.139233,2.4939873,0.0,0.86574143,0.40519586,-0.3792407,-0.99696654,1.0267285,Non-Pulsar
214.0,13.34,2.22,7.667951,63.183,-27.769964,1.9917266,0.0,1.2728423,-0.011806332,0.049562693,-0.13259812,-0.20363179,Non-Pulsar
214.01,34.72,60.88,5.2105827,9.192,-28.397417,2.5830393,0.0,1.0576779,0.056503408,-0.21542335,-0.8293445,1.2632929,Non-Pulsar
214.03,-24.3,326.53,3.4324749,10.384,-28.57543,1.9019908,0.0,-0.36724696,-0.8055704,0.7127474,0.094654754,-0.7246172,Non-Pulsar
214.48,46.23,86.83,3.6139767,3.522,-28.843487,2.9572616,0.0,-0.8811448,-0.25383532,-0.6986073,-0.99993813,0.9999768,Non-Pulsar
214.49,25.72,33.7,3.1177673,19.421,-28.252243,1.226658,0.0,1.0400274,0.411835,0.999799,0.24548659,0.3898764,Non-Pulsar
214.61,-2.56,341.58,4.529803,72.301,-27.44087,1.6471246,0.0,1.6926888,0.094993755,0.2311069,0.23704442,0.19951625,Non-Pulsar
214.62,35.72,63.21,7.481836,60.89,-27.956905,2.056961,0.0,1.456506,-0.017284937,-0.04906765,-0.086492196,-0.041781683,Non-Pulsar
214.68,-35.07,322.46,3.1581504,10.534,-28.167124,2.6651413,0.0,0.8088027,-0.3424797,-0.46029443,-0.5919793,-0.73863584,Non-Pulsar
214.69,-60.97,313.33,2.7777653,44.939,-24.795328,2.744797,0.0,3.2264998,0.07107259,0.093920395,-0.2602775,-0.0094140265,Pulsar
214.74,77.53,117.03,3.646796,21.189,-28.803715,1.5636472,0.0,1.410706,0.99955785,0.39517203,0.2985892,0.111298636,Non-Pulsar
214.84,4.74,349.93,2.0263004,11.5,-28.661127,1.9363734,0.0,0.5693608,0.9952104,0.026333032,0.057164397,0.5011534,Non-Pulsar
214.86,-8.64,336.81,6.634826,60.47,-27.763336,2.1310062,0.0,1.8028038,-0.056413006,-0.03430242,-0.21645235,-1.2830951,Non-Pulsar
214.89,38.37,69.85,3.8076668,19.191,-28.508686,2.4155,0.0,0.34469187,-0.08549454,-0.2520016,-0.33725223,-0.8417905,Non-Pulsar
214.92,-51.89,316.49,1.5791931,14.867,-27.784184,2.461779,0.0,0.22017704,-0.06447038,-0.19467929,-0.39928645,-1.0057043,Non-Pulsar
214.96,54.39,98.3,5.9729557,49.441,-28.273266,2.238918,0.0,1.2715474,-0.1051845,-0.12926275,-0.21831429,-0.65691483,Non-Pulsar
215.01,-60.8,313.53,2.9708707,12.917,-24.915339,2.5633032,0.0,2.4947796,-0.5169422,0.24470231,-0.30386463,0.6911654,Pulsar
215.09,6.2,352.23,2.7285202,6.817,-28.535484,2.4924192,0.0,-0.86023325,-0.15565181,-0.63360524,0.12843814,0.63914496,Non-Pulsar
215.24,-79.35,307.16,3.1119301,14.564,-27.948977,2.4090698,0.0,0.94558054,0.06535996,-0.2743785,-0.24658123,0.14944388,Non-Pulsar
215.29,-46.24,318.7,2.8096411,11.445,-27.902372,2.407316,0.0,0.82136214,0.28401133,-0.09508166,-0.432666,-32.15484,Non-Pulsar
215.29,-11.34,335.38,3.6826463,13.333,-28.18656,2.2332475,0.0,0.8343649,0.17718506,-0.19938868,-0.1410486,0.04335696,Non-Pulsar
215.29,39.0,71.02,3.657728,7.158,-28.580376,2.6130855,0.0,0.46723342,-0.64213085,0.018891055,-0.5021282,1.6044408,Non-Pulsar
215.41,-48.33,318.04,2.8790581,5.356,-27.876106,2.8795438,0.0,0.9151435,-0.10826348,-0.5365532,-0.53309083,-0.25948682,Non-Pulsar
215.63,-61.63,313.53,2.3421216,54.326,-26.749403,1.893063,0.0,2.9535904,0.9807366,0.4117107,0.110840924,-0.24140519,Pulsar
215.64,32.38,53.34,9.208613,130.028,-27.726164,2.168116,0.0,1.9234864,-0.04957108,-0.1332113,-0.2051484,-0.106586404,Non-Pulsar
215.66,58.02,101.85,2.3759897,16.095,-28.82805,1.4815152,0.0,1.0336268,-0.87421215,0.89372814,0.3028343,0.24954453,Non-Pulsar
215.67,81.84,119.1,1.6652045,6.083,-29.149616,2.2523537,0.0,0.52167004,-0.379103,0.29325464,-0.10841511,3.2138445,Non-Pulsar
215.79,37.65,67.31,5.515113,23.16,-28.483978,1.9950867,0.0,1.1302332,0.36937904,0.021727534,0.0077367816,-0.25475916,Non-Pulsar
215.88,45.4,83.94,2.802638,8.16,-29.138023,2.1159995,0.0,0.3955839,0.99926996,-0.038260024,0.012841824,-0.7524222,Non-Pulsar
215.92,-78.48,307.61,5.600875,24.107,-27.868572,2.312049,0.0,1.2140162,-0.10764911,-0.1287492,-0.19032198,-0.4716756,Non-Pulsar
216.03,-17.84,332.07,3.5945418,9.276,-28.556734,1.9469091,0.0,0.11575092,0.9999935,0.25170702,-0.09201204,-0.99038863,Non-Pulsar
216.03,29.29,44.43,2.7956188,4.66,-29.091131,2.1491694,0.0,-0.7224006,-0.632031,0.028466793,0.05764525,0.2755896,Non-Pulsar
216.05,4.56,351.46,5.444832,26.707,-28.237904,1.9594288,0.0,1.4336945,0.19796546,0.022932595,-0.06749751,0.014881186,Non-Pulsar
216.13,34.56,59.09,2.309577,5.431,-29.199593,1.4342028,0.0,0.74708813,-0.99971575,0.70580894,0.9980187,0.37663758,Non-Pulsar
216.14,37.1,65.67,2.212399,5.66,-29.174685,1.6761582,0.0,0.17981297,-0.9990482,0.97406685,0.8646818,0.63008386,Non-Pulsar
216.17,14.78,8.01,3.9509892,12.433,-28.505964,2.03301,0.0,0.5215447,0.99401385,-0.115215264,0.09653595,-0.0663704,Non-Pulsar
216.22,-68.15,311.48,4.9901195,31.632,-27.501612,2.413627,0.0,1.7510773,-0.039994292,-0.20400165,-0.464486,-0.18046384,Non-Pulsar
216.25,36.26,63.47,2.2147238,28.5,-28.24318,1.7380587,0.0,1.2813584,0.9938299,0.24107741,0.17996818,0.047033515,Non-Pulsar
216.36,-1.33,345.19,3.297179,5.968,-29.07712,1.6621039,0.0,0.7603897,-0.9999539,0.9998848,0.4255438,-1.1154295,Non-Pulsar
216.46,14.39,7.6,3.0966365,4.013,-28.44799,2.420201,0.0,0.30626944,-0.42952344,-0.12504904,-0.080656864,7.840039,Non-Pulsar
216.54,34.06,57.56,3.4232862,21.804,-28.461145,2.030244,0.0,0.77817166,0.46063676,0.014209126,-0.19184749,-0.031191137,Non-Pulsar
216.62,36.43,63.67,2.7519474,4.713,-28.311615,2.5358162,0.0,0.2674661,-0.2415612,-0.3023708,-0.2205325,-0.16459064,Non-Pulsar
216.76,23.8,29.49,6.535979,171.104,-26.965015,1.7043022,0.0,2.2473216,0.2569061,0.16970116,0.13365832,0.17541668,Non-Pulsar
216.87,-18.4,332.66,2.52088,12.352,-28.497824,1.9893681,0.0,0.37365857,-0.3424293,0.29519287,-0.14220329,-0.4088782,Non-Pulsar
216.91,-33.09,325.18,5.8518643,41.32,-27.908724,2.1954355,0.0,1.6978637,0.19103622,-0.103791066,-0.3366149,-0.19553308,Non-Pulsar
216.95,-32.25,325.58,4.0511255,16.261,-28.359228,2.0705488,0.0,-0.7802173,-0.38811553,-0.0072020027,-0.02929068,-0.18034114,Non-Pulsar
216.99,-42.11,321.45,9.767749,305.414,-26.668972,2.188892,0.0,3.3030674,0.011704544,-0.0818457,-0.15197916,-0.25119615,Non-Pulsar
217.05,16.49,12.52,3.3583894,12.096,-28.4735,2.5226583,0.0,0.25822306,-0.36997753,-0.12362463,-0.41623548,2.264602,Non-Pulsar
217.08,56.59,99.21,2.885624,6.027,-28.901829,2.5607958,0.0,-0.1552795,0.19545333,-0.2611887,-0.20092069,-261.5576,Non-Pulsar
217.13,42.68,77.5,3.1371377,35.555,-28.251692,1.6587297,0.0,0.014686216,0.04591011,0.25258806,0.14964096,0.37001258,Non-Pulsar
217.2,-10.3,338.46,2.4415123,8.361,-28.57576,1.3483728,0.0,0.7779938,0.99982923,0.8244941,0.6662808,0.40157762,Non-Pulsar
217.2,74.48,114.53,2.9340236,7.022,-29.143227,2.0556545,0.0,0.577944,0.80390745,-0.2813298,-0.2477494,0.53202355,Non-Pulsar
217.23,54.11,96.07,3.4218762,7.694,-28.673271,2.5382905,0.0,0.40538993,-0.5881188,0.10654565,-0.6813626,1.313848,Non-Pulsar
217.45,-30.97,326.61,2.5143716,5.086,-28.68195,1.9516304,0.0,-0.34334272,0.9930193,-0.24097992,0.10057053,0.1694695,Non-Pulsar
217.49,-59.19,315.26,2.4184299,82.08,-26.34758,2.2839086,0.0,3.0322409,0.10005908,-0.09541304,-0.39692333,-0.45644245,Pulsar
217.64,36.8,63.92,3.290303,7.921,-28.5855,2.5630412,0.0,-1.6613969,-0.26938078,-0.4959011,-0.10481488,0.43927842,Non-Pulsar
217.77,-44.98,320.84,3.470123,5.616,-27.983274,2.5389354,0.0,0.07440852,0.5729917,-0.059779633,-0.4321144,2.2562845,Non-Pulsar
217.8,-31.35,326.74,4.5295362,18.593,-28.308462,2.009,0.0,0.16311976,-0.029686447,0.1277117,-0.035227735,-0.12402713,Non-Pulsar
218.07,50.86,90.91,3.354359,6.405,-29.072756,2.1610703,0.0,-0.34763467,-0.04667973,-0.14475037,0.16189082,-0.047234282,Non-Pulsar
218.21,76.8,115.72,0.0,8.84,0.0,2.2647145,1.0,0.0,0.00022499017,-0.22304738,-0.16762929,0.20223968,Non-Pulsar
218.25,-18.02,334.37,4.9368258,9.305,-28.290146,2.506081,0.0,1.1902947,0.07542312,-0.42314237,-0.48795798,0.42438442,Non-Pulsar
218.43,-73.08,310.3,2.824781,6.378,-28.891178,1.6464454,0.0,0.4708009,-0.9996378,0.9954592,0.24909148,0.64198864,Non-Pulsar
218.56,42.07,75.08,0.0,19.421,0.0,2.4750514,1.0,0.0,-0.2822437,-0.29803988,-0.15351996,-0.06766979,Non-Pulsar
218.63,54.48,95.47,0.0,6.647,0.0,2.8838718,1.0,0.0,-0.37277716,-0.6481304,-0.7774801,0.9104969,Non-Pulsar
218.68,19.85,21.35,6.4545445,46.977,-27.847672,2.3019426,0.0,2.1025496,0.031895325,-0.15571651,-0.31049675,-0.35893762,Non-Pulsar
218.71,66.68,108.16,3.0120876,9.952,-29.23231,1.7167549,0.0,0.6401077,-0.95615345,0.9993559,0.29211563,-0.3960895,Non-Pulsar
218.85,71.34,111.79,3.062015,3.89,-29.714445,2.199453,0.0,0.8685345,0.99999475,0.004903629,-0.12584983,0.20755765,Non-Pulsar
218.88,20.36,22.68,2.395706,13.508,-28.24887,2.2030983,0.0,0.5615987,0.20833345,-0.15834998,0.23828882,-0.053561203,Non-Pulsar
218.95,61.81,103.56,0.0,4.524,0.0,2.3547614,1.0,0.0,-0.50696707,-0.14663635,0.30138922,-0.00059237133,Non-Pulsar
218.98,-83.8,305.86,5.4034195,21.6,-28.088055,2.3621082,0.0,1.0335459,-0.20443319,-0.23910339,-0.18930377,-0.082483016,Non-Pulsar
219.23,23.36,29.82,3.2551537,13.458,-28.31597,2.126408,0.0,0.76251847,0.20782325,0.051050033,-0.393296,-1.972055,Non-Pulsar
219.23,56.65,97.73,3.3712273,30.289,-28.609827,1.9111494,0.0,0.14571242,-0.17672458,0.04846051,0.10486239,0.14850251,Non-Pulsar
219.33,-32.66,327.42,3.893294,4.222,-28.224604,2.8488336,0.0,0.51891273,-0.44407544,-0.41379586,-0.9764328,1.1505284,Non-Pulsar
219.51,-31.47,328.15,3.744912,8.741,-28.441498,2.3641713,0.0,1.0924542,0.98566806,-0.22393191,-0.33166152,0.31305492,Non-Pulsar
219.54,-22.03,333.26,3.2717884,4.465,-28.378878,2.697867,0.0,0.123438306,-0.081499085,-0.3907863,-0.7488383,-2.1653516,Non-Pulsar
219.61,29.41,44.79,2.176247,4.896,-29.324272,1.5297816,0.0,1.038167,-0.997955,0.9995275,0.82751137,0.08405416,Non-Pulsar
219.63,-42.13,323.32,2.7397292,5.074,-28.65395,1.9809322,0.0,-0.81493455,-0.7338695,-0.061082948,0.04442943,0.24780582,Non-Pulsar
219.66,12.09,7.29,0.0,5.599,0.0,2.095613,1.0,0.0,-0.037453294,-0.33649263,-0.01759397,0.51784736,Non-Pulsar
219.74,37.18,63.61,6.066132,39.66,-28.410378,2.2791846,0.0,1.6386693,-0.018594945,-0.21759851,-0.30907628,-1.1398435,Non-Pulsar
219.83,39.54,68.83,3.4771657,27.715,-28.545156,1.9931228,0.0,-0.041295737,-0.059566338,0.12781589,-0.04363039,-0.30230594,Non-Pulsar
219.88,-25.42,331.65,2.22892,10.507,-28.622223,1.8221078,0.0,0.21805651,-0.4186738,0.3222264,0.28314742,0.3509967,Non-Pulsar
219.94,49.98,88.08,3.931991,25.953,-28.695374,2.3485754,0.0,0.45224983,-0.023645233,-0.19186968,-0.3505469,-0.32510188,Non-Pulsar
219.98,-39.9,324.56,2.984161,11.789,-28.403893,2.0536897,0.0,-1.0577759,0.95873946,-0.2782685,-0.016063277,0.5137192,Non-Pulsar
220.0,-23.72,332.72,3.2052813,15.086,-28.440079,1.9857379,0.0,-0.29992914,-0.29027218,0.1627477,0.050150365,-0.21012303,Non-Pulsar
220.01,-15.52,337.88,4.720776,14.985,-27.936249,2.2737815,0.0,-0.3638263,-0.1420602,-0.1661008,-0.19894028,0.25571454,Non-Pulsar
220.15,-38.78,325.19,2.8565156,26.555,-28.075314,1.7395099,0.0,-0.7213252,-0.4280608,0.13214466,0.084074564,0.39652115,Non-Pulsar
220.24,6.16,359.06,3.1438105,20.187,-28.081364,2.1578295,0.0,-0.28408763,-0.38329798,0.064804934,-0.07954378,-0.6368278,Non-Pulsar
220.41,-15.38,338.41,3.4907525,7.66,-27.940731,2.4015534,0.0,0.79442376,0.10789747,-0.28551233,-0.31916887,0.5243615,Non-Pulsar
220.44,18.61,20.21,3.0081174,10.34,-28.691698,2.093789,0.0,-0.6266719,0.42211282,0.061555024,-0.17751925,-0.99775165,Non-Pulsar
220.51,43.81,77.04,3.6651666,13.516,-28.955711,2.1217492,0.0,-0.20887373,-0.10761741,-0.10854739,0.122119315,0.116348416,Non-Pulsar
220.56,6.38,359.72,4.0823436,7.377,-27.87869,2.532905,0.0,0.8946345,0.9986879,-0.31840602,-0.26239786,-0.19356336,Non-Pulsar
220.66,-46.39,322.16,3.1823869,15.66,-28.271162,2.0075262,0.0,-0.29492205,0.6494647,0.3224119,0.066959985,-0.48690152,Non-Pulsar
220.7,12.01,8.33,3.2711575,23.121,-28.282452,1.7575915,0.0,0.5985364,0.69802505,-0.052893262,0.3739735,0.34792933,Non-Pulsar
220.78,52.03,90.52,2.81783,9.569,-29.05465,2.1087623,0.0,0.532521,0.13735546,0.000104163504,0.100763574,-0.7599518,Non-Pulsar
220.79,47.48,83.41,2.890193,11.576,-28.720749,2.4302716,0.0,1.2519145,-0.09679182,-0.21447061,-0.67411333,2.041371,Non-Pulsar
220.9,25.26,35.07,3.4353445,5.271,-28.125423,1.9407774,0.0,-0.28824443,0.94422644,0.93616784,-0.053699754,-3.1807766,Non-Pulsar
220.94,-9.9,343.1,2.3868077,5.674,-28.362967,2.4042406,0.0,-0.4388271,-0.6395942,-0.16769561,-0.10160211,0.50457746,Non-Pulsar
220.99,-39.15,325.64,5.6028156,91.402,-27.288084,1.734352,0.0,1.7890851,0.4693063,0.16769813,0.15995307,0.16264635,Non-Pulsar
220.99,25.03,34.57,7.9370027,55.87,-27.523928,2.0661564,0.0,2.16741,0.08990888,-0.022256648,-0.09850402,-0.23184025,Non-Pulsar
221.27,-3.45,349.23,2.4797683,24.578,-28.007692,1.6510248,0.0,0.9000059,-0.20821169,0.19873409,0.26457712,0.41658702,Non-Pulsar
221.3,-19.9,336.3,3.1593108,4.984,-28.549017,2.206972,0.0,-0.8310616,0.9994959,0.47274467,-0.64957815,1.20686,Non-Pulsar
221.5,-16.45,338.8,3.8795176,10.458,-28.208511,2.5420706,0.0,-0.24952981,-0.34816334,-0.22473463,-0.29138088,-1.7383751,Non-Pulsar
221.52,-30.66,330.27,3.796059,4.528,-28.487446,2.400412,0.0,0.22069544,0.30380604,0.11315438,-0.40101552,1.6550106,Non-Pulsar
221.59,31.2,49.07,5.214033,18.052,-28.605328,2.4626791,0.0,0.7312661,-0.15623756,-0.29585487,-0.5123299,-1.604577,Non-Pulsar
221.69,17.32,18.75,3.6085188,8.363,-28.521048,2.6420045,0.0,-0.34525427,-0.1726682,-0.56436545,-0.08099963,0.43323627,Non-Pulsar
221.72,-18.51,337.63,2.9114487,7.067,-28.59701,2.0015209,0.0,-0.35635954,-0.5724838,-0.27879378,0.43227556,0.48447078,Non-Pulsar
221.77,-26.96,332.5,0.0,7.77,0.0,2.0055282,1.0,0.0,-0.759475,0.6474613,-0.2938453,-4.84663,Non-Pulsar
221.86,-57.95,317.84,2.3170795,21.703,-26.686724,2.524934,0.0,2.1357682,0.15334626,-0.21188347,-0.7210767,0.17415702,Pulsar
222.02,36.13,60.24,3.6564288,58.521,-27.907469,1.6827526,0.0,1.6634681,0.45364064,0.24732721,0.08702589,0.13999309,Non-Pulsar
222.4,27.77,41.23,2.8128974,9.618,-28.776249,1.2691495,0.0,0.9131446,-0.9993804,1.0,0.47400168,0.42014605,Non-Pulsar
222.42,-21.63,336.29,4.7154217,11.635,-28.383387,2.3211892,0.0,0.16928218,-0.0130824195,-0.22164282,-0.01342149,-0.5227653,Non-Pulsar
222.44,-9.18,345.35,1.8150253,6.107,-28.615543,1.9432101,0.0,-0.35731277,0.9999998,-0.29469693,0.31733268,0.50749004,Non-Pulsar
222.62,9.18,6.02,5.7225943,17.187,-28.289543,2.151369,0.0,1.1184446,0.0029160022,-0.01656409,-0.3617272,-1.7546021,Non-Pulsar
222.72,52.03,89.17,2.7997067,26.494,-28.191818,2.0722358,0.0,1.1341373,0.31254372,0.029284459,-0.041732226,-0.2554904,Non-Pulsar
222.86,63.92,103.58,0.0,18.056,0.0,1.9214334,1.0,0.0,-0.16047917,0.02079557,-0.044479642,0.4356645,Non-Pulsar
222.89,14.26,14.32,3.6714156,12.038,-28.576893,2.4423785,0.0,-0.0943225,0.20927277,-0.23035806,-0.42387974,-2.5162268,Non-Pulsar
222.96,-38.85,327.22,0.0,3.577,0.0,2.2085652,1.0,0.0,0.6828443,-0.4574721,0.075486585,0.4748715,Non-Pulsar
223.26,-13.31,342.89,0.0,6.406,0.0,2.4263935,1.0,0.0,0.2195944,-0.66560394,0.15534928,0.69706225,Non-Pulsar
223.39,35.09,57.52,4.49562,15.102,-28.771729,2.4053407,0.0,0.25868076,-0.36595094,-0.10143425,-0.27371043,-9.177584,Non-Pulsar
223.52,49.46,84.74,3.5812852,3.587,-28.886974,2.5811028,0.0,0.31161797,-0.21082364,-0.46961293,0.056046505,-0.03197966,Non-Pulsar
223.54,16.37,18.57,3.9707344,16.337,-28.489367,2.154885,0.0,1.3802645,0.011244242,-0.030128876,-0.35836327,-0.36108893,Non-Pulsar
223.55,26.79,39.33,2.3484955,8.466,-28.805136,2.1813295,0.0,-0.49910927,0.3621483,-0.15038541,-0.09050438,-0.075729415,Non-Pulsar
